2,1,1,1.439116,0.000056,1.440508,0.773329,0.258923,0.407879,1.440635
3,1,2,8.663801,7.170542,8.681481,0.027138,0.136488,8.516605,8.681646
3,2,1,0.873416,0.000751,0.874806,0.189378,0.264541,0.420430,0.874872
4,1,3,7.327017,5.828151,7.341899,0.005838,0.094237,7.240999,7.342061
4,2,2,8.490866,7.556174,8.508088,0.048228,0.136617,8.322040,8.508254
4,3,1,0.708642,0.001147,0.710077,0.013242,0.268849,0.427556,0.710194
5,1,4,7.410583,5.918979,7.425656,0.005766,0.070740,7.348211,7.425818
5,2,3,8.088157,7.159713,8.104563,0.048414,0.097239,7.957604,8.104727
5,3,2,9.058822,8.295509,9.076653,0.050507,0.144058,8.880780,9.076820
5,4,1,0.704583,0.126292,0.706027,0.002278,0.272095,0.431172,0.706143
6,1,5,5.829896,4.346007,5.841730,0.005607,0.057830,5.777275,5.841846
6,2,4,7.208394,6.318497,7.223098,0.002787,0.071129,7.148151,7.223257
6,3,3,7.312579,6.594557,7.327489,0.005541,0.094954,7.225456,7.327613
6,4,2,9.031711,8.398773,9.050079,0.055135,0.139134,8.854494,9.050238
6,5,1,0.705286,0.093175,0.706718,0.002370,0.273585,0.430278,0.706833
7,1,6,5.373607,3.889103,5.384492,0.005606,0.048744,5.328919,5.384608
7,2,5,6.048144,5.120505,6.060332,0.002427,0.061263,5.995534,6.060448
7,3,4,7.245592,6.529054,7.260320,0.005437,0.071117,7.182168,7.260393
7,4,3,7.408865,6.812486,7.423890,0.005932,0.096671,7.319677,7.424065
7,5,2,8.305269,7.642112,8.322972,0.053452,0.140137,8.128072,8.323132
7,6,1,0.709408,0.117619,0.710847,0.004699,0.274004,0.431704,0.710963
8,1,7,5.423239,3.862920,5.434259,0.005686,0.044483,5.381623,5.434376
8,2,6,5.618765,4.685037,5.630102,0.002827,0.051677,5.574340,5.630224
8,3,5,6.266619,5.532050,6.279225,0.002040,0.060688,6.215475,6.279299
8,4,4,6.994097,6.396832,7.008302,0.001896,0.073799,6.931684,7.008431
8,5,3,7.456165,6.814406,7.471273,0.004997,0.100090,7.364797,7.471398
8,6,2,8.615126,7.952016,8.632410,0.060298,0.145404,8.425374,8.632571
8,7,1,0.738213,0.282418,0.739657,0.002645,0.286563,0.449922,0.739772
9,1,8,5.614696,4.007393,5.626117,0.005767,0.041248,5.577418,5.626235
9,2,7,7.242147,6.238030,7.256806,0.005679,0.045538,7.204144,7.256969
9,3,6,5.337588,4.579220,5.348288,0.001967,0.052602,5.292158,5.348406
9,4,5,6.380724,5.759250,6.393683,0.003302,0.062666,6.326519,6.393796
9,5,4,7.423446,6.768425,7.438448,0.003241,0.076900,7.357281,7.438568
9,6,3,6.115145,5.488968,6.127695,0.002156,0.103356,6.021276,6.127812
9,7,2,9.043016,8.510038,9.061331,0.061802,0.152750,8.845382,9.061493
9,8,1,0.772510,0.297075,0.774042,0.002378,0.299994,0.471184,0.774156
