

DRAM,3917.01,4207.85,4205.05,4130.29,4202.55,4217.08,4203.00,4206.76,4176.64,4187.39,4184.76,4192.70,4127.33,4155.90,4176.35,4199.14,4200.80,4180.13,4177.65,4177.14,4222.92,4173.06,4193.87,4268.66,4216.70,4331.21,4225.83,4194.96,4175.37,4115.57,4028.16,4059.49,4131.53,4073.78,4087.04,4089.75,4056.99,3988.85,4067.41,4070.50,4156.13,4188.39,4184.13,4173.31,4172.80,4175.81,4172.93,4276.57,4139.42,4655.41
DRAM,4141.72,4314.89,4207.24,4182.18,4207.60,4206.56,4226.33,4221.73,4204.26,4212.14,4208.99,4197.98,4139.06,4158.88,4194.79,4201.88,4207.91,4163.82,4177.86,4123.48,4147.69,4183.86,4126.61,3796.67,4104.38,4151.57,4232.88,4220.69,4195.46,4193.02,4186.59,4192.85,4193.16,4202.37,4200.42,4195.26,4177.70,4205.32,4197.58,4201.20,4229.98,4207.09,4239.07,4224.95,4205.05,4215.62,4214.71,4297.36,4248.95,4238.48
DRAM,4315.01,4186.45,4094.63,4075.04,4112.71,4147.81,4139.59,4176.02,4180.52,4187.49,4189.92,4203.59,4201.51,4144.11,4167.30,4185.97,4198.72,4179.35,4128.45,4180.08,4147.95,4204.59,4055.85,4192.94,4203.93,4256.66,4201.64,4017.11,4061.38,4193.49,4184.02,4190.60,4190.95,4137.17,4186.83,4182.13,4157.82,4209.46,4165.29,4170.10,4048.41,4211.13,4194.39,4211.91,4197.86,4196.57,4187.81,4174.14,4228.18,4452.65
DRAM,4404.94,4340.90,4224.22,4151.61,4234.51,4250.49,4260.81,4254.62,4240.74,4243.19,4237.60,4237.72,4321.70,4200.66,4236.61,4254.51,4258.35,4248.69,4234.68,4232.02,4102.18,4202.21,4210.07,4201.86,4191.22,3954.55,4032.51,4218.51,4240.55,4156.83,4146.99,4102.97,4167.60,4081.33,4254.42,4214.93,4099.07,4190.25,4153.94,4118.61,4095.99,4168.01,4147.02,4199.82,4176.40,4187.29,4186.04,4108.51,4156.85,4203.75
DRAM,4052.92,4343.11,4234.07,4062.77,3852.67,4160.95,4134.38,4157.21,4138.40,3894.01,3777.63,3793.63,4016.76,4151.33,4187.32,4195.44,4186.70,4168.44,4168.31,4067.17,4248.98,4230.63,4253.25,4354.34,4313.43,4356.30,4234.94,4249.30,4249.69,4224.95,4220.24,4201.76,4189.06,4191.06,4207.33,4169.61,4146.44,4193.85,4158.38,4130.26,4209.57,4227.19,4219.46,4192.89,4201.33,4199.98,4159.70,4036.77,4207.73,4575.83
DRAM,4369.34,4292.54,4178.35,4153.17,4171.45,4192.99,4194.86,4189.30,4171.92,4178.89,4177.70,4184.25,4215.08,4135.30,4184.56,4192.41,4197.03,4173.13,4174.16,4167.29,4209.30,4169.71,4189.03,4234.32,4236.84,3974.81,4116.03,4054.82,4135.13,4103.60,4162.77,4159.92,4089.18,4194.36,4137.48,4212.97,4177.13,4132.64,4158.14,4157.53,4063.27,4046.57,4073.91,4053.58,4050.74,4066.17,4053.64,4125.17,4137.53,4777.75
DRAM,3899.22,4195.86,3955.78,4148.75,4162.46,4242.86,4193.96,4178.31,4162.68,4176.55,4193.20,4177.26,4211.94,3971.91,3954.88,4236.72,4233.39,4214.37,4208.44,4149.87,4218.02,4139.09,4216.73,4128.85,4067.62,4059.43,4180.86,4215.50,4202.86,4173.07,4197.22,4194.89,4200.45,4206.12,4211.59,4193.40,4195.41,4165.31,4211.85,4224.87,4231.62,4081.06,4217.99,4208.69,4203.36,4209.10,4188.07,4182.74,4204.59,4487.73
DRAM,4075.04,4314.48,4211.95,4176.58,4213.52,4216.53,4219.83,3872.72,4171.97,4177.75,4185.23,3942.60,4119.90,4197.41,4202.02,4194.14,4189.61,4177.57,4182.44,4184.51,4230.82,4192.08,3979.75,4242.73,4167.03,4047.90,4196.06,4210.86,4031.92,4184.45,4187.59,4182.07,4194.76,4038.55,4079.46,4199.21,4194.26,4229.48,4199.94,4210.23,4231.65,4234.05,4207.85,4215.00,4191.02,4200.30,4199.47,4334.39,4217.27,4408.69
DRAM,4337.39,4318.44,4053.24,3890.23,4169.43,4003.17,3971.54,3981.29,3813.89,4074.53,4176.22,4219.27,4034.54,4163.53,4167.11,4180.77,4171.35,4178.52,4181.26,4182.13,4215.44,4122.83,4054.08,4156.49,4199.62,4312.54,4163.40,4137.50,4238.75,4231.26,4233.19,4232.78,4247.16,4248.55,4068.72,4180.70,4207.34,4245.05,4209.15,4224.89,4182.50,4102.07,4223.31,4163.41,4011.99,4209.53,4204.00,4184.26,4224.40,4616.94
DRAM,3786.04,4287.35,4189.32,4119.04,4166.44,4171.26,4192.57,4192.75,4177.93,4185.71,4198.25,4208.27,4072.45,4156.98,4190.61,4207.73,4206.95,4184.58,4183.47,4191.86,4152.56,4200.40,4223.14,4023.22,4236.81,4377.02,4231.96,4234.15,4144.58,4211.75,4205.92,4209.30,4217.35,4220.78,3966.85,4142.74,4191.96,4237.97,4220.00,4224.67,4222.47,4213.45,4222.75,4224.05,4201.37,4211.18,4203.26,4140.33,4222.73,4301.99
