

DRAM,3925.11,4034.08,4068.84,4081.05,4168.92,4077.19,4173.90,4097.41,4153.13,4160.92,4099.73,4212.16,4176.95,4182.39,4184.60,4181.14,4176.84,4175.06,4179.87,4183.01,4193.18,4193.23,4146.26,4078.33,4181.15,4157.47,4129.00,4125.25,4095.62,4226.29,4111.99,4178.90,4129.82,4074.44,4152.67,4121.26,4200.37,4126.52,4125.23,4173.98,4048.55,4132.83,4190.77,4084.64,4171.68,4100.15,4141.28,4121.74,4105.56,4070.79
DRAM,4091.36,4095.49,4141.67,4149.65,4221.28,4147.05,4195.34,4143.56,4160.77,4188.67,4124.47,4225.72,4191.36,4201.28,4201.98,4205.90,4208.88,4178.30,4196.31,4194.88,4206.20,4201.86,4186.78,4108.91,4193.85,4204.02,4121.26,4187.21,4114.68,4232.49,4175.87,4158.32,4200.15,4096.73,4199.51,4064.14,4161.30,4164.87,4107.04,4213.66,4063.06,3644.56,3772.34,3672.52,3747.41,3939.81,4230.66,4172.64,4167.19,4103.42
DRAM,4092.76,4061.52,4106.69,4084.08,4184.07,4120.24,4185.51,4109.46,4175.60,4167.13,4120.17,4247.41,4198.31,4209.08,4207.28,4197.53,4206.92,4209.97,4202.52,4181.79,4190.49,4192.80,4179.58,4105.55,4191.43,4188.45,4110.65,4180.79,4087.96,4202.61,4146.60,4174.06,4210.37,4086.80,3804.88,3955.45,4162.53,4109.14,4123.15,4203.70,4032.15,4139.34,4159.44,4057.30,4169.70,3958.88,3721.16,3704.71,4054.86,4498.22
DRAM,4045.90,4059.71,4149.18,4158.67,4229.30,4140.63,4206.46,4143.93,4189.73,4203.50,4145.48,4240.24,4213.84,4220.56,4214.96,4210.79,4214.52,4187.12,4215.65,4217.74,4205.95,4222.10,4194.47,4134.39,4176.55,3889.91,3692.39,3713.75,3696.54,3768.32,3673.39,3783.87,3664.51,3834.50,4061.25,4163.54,4173.73,4101.68,4215.00,4059.28,4098.68,4187.07,4123.22,4136.41,4145.60,4100.09,4162.92,4115.88,3969.14,6111.94
DRAM,4090.27,4056.30,4102.92,4088.93,4168.26,4107.07,4189.06,4106.51,4147.36,4167.85,4121.82,4218.55,4182.84,4184.36,4190.71,4192.42,4189.95,4178.20,4190.41,4171.83,4187.31,4199.00,4169.45,4107.67,4188.12,4193.39,4125.32,4179.39,4103.70,4213.46,4131.68,4158.57,4196.92,4099.68,4162.44,4115.06,4212.45,4190.58,4096.52,4184.24,4104.18,4157.39,4221.81,4130.23,4170.02,4147.14,4146.78,4184.91,4127.02,4012.20
DRAM,4072.49,4003.67,4050.76,4052.62,4142.09,4080.44,4165.40,4075.45,4133.30,4142.73,4096.18,4187.03,4159.64,4166.08,4177.13,4176.89,4174.49,4171.38,4161.98,4163.74,4178.06,4169.38,4111.03,4064.51,4179.29,4133.87,4120.93,4118.18,4082.96,4203.73,4085.33,4162.47,4133.52,4052.65,4036.69,4120.97,4213.99,4146.50,4164.54,4219.88,4153.09,4199.49,4215.92,4136.19,4219.20,4156.80,4179.78,4144.55,4135.12,4127.78
DRAM,3915.06,4078.28,4091.93,4068.34,4157.19,4076.59,4153.29,4079.41,4137.77,4128.24,4099.92,4196.83,4193.23,4186.44,4178.24,4170.52,4173.72,4185.00,4185.59,4185.38,4194.26,4187.46,4119.55,4072.85,4182.23,4127.70,4125.78,4135.39,4098.16,4203.31,4078.62,4130.20,4132.95,3999.90,4190.47,4089.36,4199.06,4129.49,4147.51,4159.87,4043.55,4136.74,4164.65,4085.89,4187.22,4094.65,4151.07,4129.91,4126.31,4178.48
DRAM,4114.65,4084.36,4087.76,4106.12,4171.02,4110.57,4189.61,4122.95,4152.85,4186.40,4137.19,4218.56,4198.57,4181.24,4199.31,4200.94,4204.22,4130.04,4228.62,4211.44,4182.52,4210.94,4192.85,4116.79,4189.96,4191.51,4123.57,4181.73,4100.68,4206.81,4133.43,4142.02,4202.08,4077.26,4043.26,4087.82,4178.41,4172.47,4107.45,4214.46,4027.73,4116.14,4205.23,4123.95,4163.05,4117.03,4135.04,4148.51,4112.62,4096.40
DRAM,4159.39,3929.30,3992.34,3991.92,4062.63,3983.92,4069.61,3983.87,4052.93,4022.84,4026.53,4104.31,4170.46,4200.61,4202.95,4194.51,4192.71,4185.91,4192.76,4208.24,4180.44,4169.63,4158.38,4110.42,4231.00,4140.54,4167.60,4117.03,4156.29,4227.20,4119.89,4204.21,4146.70,4070.32,3829.35,4116.64,4219.92,4106.20,4147.61,4148.14,3944.70,4161.06,4166.32,4085.30,4179.53,4097.63,4170.63,4102.31,4145.62,4495.47
DRAM,3597.68,3692.60,3697.45,3715.03,3737.49,3732.03,3725.53,3725.79,3756.73,3686.57,4114.38,4216.46,4202.53,4184.22,4179.39,4201.87,4195.32,4194.68,4201.28,4192.75,4187.69,3746.12,3701.98,3894.68,4135.67,4190.01,4135.17,4160.63,4208.40,4110.47,4202.98,4153.55,3928.15,4026.53,4145.86,4232.66,4119.18,4165.92,4149.96,4075.20,4216.61,4177.06,4131.84,4210.07,4115.86,4202.43,4124.43,4168.06,4557.65,8245.01
DRAM,4113.69,4097.47,4058.64,4090.45,4163.51,4096.43,4187.68,4095.45,4147.69,4158.87,4100.87,4215.94,4154.39,4075.91,4055.50,4057.51,4063.42,4187.32,4169.88,4173.71,4159.24,4134.36,4024.03,3969.79,4096.07,4011.71,4024.49,3996.58,4010.59,4062.60,3982.51,4082.52,4009.27,4085.09,3830.50,4033.51,4072.34,4003.47,4243.76,4158.89,4119.69,4215.94,4155.17,4140.08,4183.47,4129.99,4213.72,4127.16,4013.40,5089.12
